Country,Region,City,Population,Census_Year,Census_Date,Budget_USD,Actual_Spent_USD,Delay_Days,Census_Status,Supervisor,Households_Surveyed,Field_Workers,Data_Quality_Score
Nigeria,West,City_454,977381,2007,24/10/2007,3742908.49,3772556.93,40,In Progress,Ali Khan,4376,13,80.99
Brazil,Central,City_202,224033,2008,27/08/2008,2054718.83,2094565.37,53,Completed,Wei Zhang,2821,39,51.31
China,North,City_268,520758,2011,06/12/2011,4152013.34,4192192.87,124,,Jane Smith,5998,38,93.92
Germany,East,City_99,2403254,2022,20/01/2022,2806027.55,2805550.88,,Cancelled,Jane Smith,6240,44,68.02
China,East,City_500,4266484,2019,24/10/2019,2255867.17,2279426.35,0,Cancelled,,2222,44,
Canada,Central,City_141,2946508,2005,19/02/2005,456517.06,496157.71,,Delayed,,5780,38,63.23
Germany,South,City_366,,2001,19/01/2001,2739863.21,2748965.99,159,,John Doe,1554,17,97.46
Brazil,North,City_249,284103,1999,09/07/1999,1870715.19,1866284.31,0,Cancelled,Jane Smith,1521,3,
USA,East,City_439,4655539,2011,08/10/2011,1639436.8,1636563.11,103,In Progress,Ali Khan,5945,33,73.6
Nigeria,West,City_87,1997647,2020,18/06/2020,1600731,1611142.47,,,,6084,10,78.22
South Africa,Central,City_307,2828124,2014,13/09/2014,196610.96,216609.05,,Cancelled,John Doe,4020,34,85.18
Brazil,Central,City_55,1729127,2022,18/03/2022,237935.86,277982.8,54,In Progress,,9032,18,95.12
China,East,City_261,1061112,2020,18/01/2020,2899310.45,2901959.77,0,Completed,,9898,7,50.48
China,West,City_288,2713993,2018,24/12/2018,4311672.29,4318470.4,10,Delayed,John Doe,9311,12,51.8
India,West,City_402,4344379,1998,08/07/1998,933798.65,981123.02,118,Completed,John Doe,799,4,57.34
South Africa,West,City_342,3825164,2010,20/07/2010,2505792.12,2531201.53,0,Cancelled,,4181,5,75.42
Australia,South,City_435,1095349,2000,06/06/2000,3674534.43,3690641.2,154,In Progress,Jane Smith,3772,5,74.51
Australia,Central,City_467,2406305,2006,11/05/2006,2874166.34,2888307.23,,Delayed,Jane Smith,9857,47,57.53
Australia,West,City_370,4953077,2011,15/05/2011,2876083.03,2888314.93,0,Cancelled,Wei Zhang,3527,32,56.65
Australia,West,City_409,484733,2000,12/10/2000,1225437.53,1233306.19,0,In Progress,,3251,4,51.8
China,West,City_150,580381,2013,22/02/2013,1866092.32,1864889.93,,Delayed,Ali Khan,3583,18,68.86
Australia,East,City_2,242461,2018,08/08/2018,610678.08,618332.6,0,Unknown,,9778,19,96.16
China,West,City_474,4311342,2013,25/06/2013,3440712.04,3468803.01,,,Jane Smith,9726,47,54.35
Canada,Central,City_31,3762119,2019,23/08/2019,3212713.25,3218060.51,,Cancelled,Ali Khan,9303,22,67.69
India,West,City_373,4310791,2008,08/10/2008,4972288.09,4987435.3,,,Wei Zhang,2147,19,63.08
Brazil,North,City_253,12696,2012,20/09/2012,422332.21,438851.87,0,In Progress,Ali Khan,7924,32,73.64
India,North,City_309,2184890,2021,14/08/2021,2187515.35,2193303.77,0,,Ali Khan,3856,37,96.81
Germany,South,City_337,1448530,2019,27/08/2019,3467499.45,3506003.97,0,Delayed,Wei Zhang,8679,24,59.5
Germany,South,City_27,1822068,2011,05/11/2011,4259428.36,4284762.2,10,In Progress,Jane Smith,5957,15,75.23
South Africa,West,City_219,1781669,2000,19/06/2000,4999308.46,5024066.36,,Cancelled,,8012,19,75.1
Australia,Central,City_62,2114828,1998,13/04/1998,4514408.03,4517259.88,,Completed,,8343,30,84.32
China,East,City_5,1889484,2022,17/11/2022,3830599.89,3828310.86,0,Cancelled,,9363,44,80.41
UK,Central,City_371,892351,2005,03/05/2005,2738665.66,2770406.79,,,John Doe,8277,42,96.64
Brazil,South,City_107,2044044,2015,25/08/2015,1439184.01,1467387.83,,In Progress,Wei Zhang,5498,9,59.09
Australia,East,City_176,2766644,2004,24/01/2004,4307750.86,4322211.69,0,Cancelled,Wei Zhang,8268,41,
South Africa,North,City_265,790404,2001,11/03/2001,604694.94,613052.35,0,Delayed,,9321,7,70.17
China,East,City_61,2847624,2002,03/12/2002,3357705.99,3353818.17,,Cancelled,Jane Smith,5654,48,55.1
Germany,Central,City_488,1736572,2005,03/11/2005,666603.85,671860.06,0,In Progress,,6616,14,96.73
China,South,City_129,1837331,2018,27/07/2018,1914625.5,1914725.49,0,Completed,Ali Khan,9144,24,76.73
UK,South,City_127,1460902,2010,09/06/2010,190698.52,199044.1,26,,Jane Smith,3633,49,78.86
Brazil,East,City_223,820849,2009,22/12/2009,1556745.47,1566418.85,0,,Ali Khan,6458,3,
South Africa,South,City_134,3607925,1997,16/08/1997,3529497.65,3559607.12,,Completed,Ali Khan,3317,42,99.51
Germany,Central,City_212,215939,1998,28/04/1998,2203137.3,2247051.12,0,Completed,Jane Smith,274,22,84.61
South Africa,North,City_424,2904968,2004,12/01/2004,3286578.01,3316406.41,0,,,7501,22,68.7
China,Central,City_131,174143,2011,23/07/2011,2607888.23,2626987.6,,Cancelled,,4204,47,70.15
Brazil,Central,City_255,3276603,2001,14/05/2001,1310828.74,1333902.37,0,In Progress,Wei Zhang,3357,37,
Canada,Central,City_142,2823235,2018,17/07/2018,477000.68,516499.12,157,Delayed,,5266,36,90.76
Brazil,East,City_332,132557,2022,10/10/2022,3571721.03,3603731.07,0,Cancelled,,9230,13,69.12
Nigeria,South,City_468,1179169,1996,18/04/1996,1164580.13,1171403.25,53,,Jane Smith,5897,40,67.92
Germany,South,City_464,4867550,2006,24/06/2006,441032.2,481486.74,38,,Jane Smith,4433,36,63.84
Germany,West,City_118,1865006,2017,10/05/2017,4436786.54,4437718.06,0,Completed,Wei Zhang,4855,35,70.54
South Africa,South,City_142,1478950,2020,21/09/2020,,1838385.21,,Cancelled,,6716,46,
Brazil,South,City_140,4827631,2016,06/11/2016,3614310.61,3656429.12,0,,Jane Smith,342,1,56.39
Nigeria,South,City_402,3479033,2015,27/08/2015,3117003.38,3157908.07,,,,136,32,99.76
China,East,City_380,2488496,2007,11/08/2007,304001.3,314717.19,0,Completed,John Doe,6342,17,50.82
South Africa,North,City_60,322507,2003,11/11/2003,23830.45,65151.94,68,Cancelled,,8117,34,
UK,East,City_464,,2020,27/12/2020,2912281.59,2913346.98,84,Delayed,Ali Khan,3831,23,
UK,West,City_95,4867574,2008,20/01/2008,2205615.47,2231016.22,15,Completed,Wei Zhang,4334,46,99.52
USA,North,City_72,3639901,2001,27/04/2001,1901331.84,1930980.77,0,,Wei Zhang,1023,45,89.56
Canada,East,City_476,4041608,2003,07/03/2003,475152.54,516034.62,81,In Progress,Jane Smith,3716,1,74.36
Brazil,West,City_92,3729855,2004,03/02/2004,3704000.07,3746960.55,0,In Progress,,2625,34,52.78
USA,East,City_417,3590533,2012,18/08/2012,399282.97,418900.49,97,Completed,,4802,41,56.81
Australia,East,City_340,4749534,1998,11/02/1998,2484745,2505145.35,,In Progress,Wei Zhang,9326,4,50.19
UK,Central,City_312,4272502,2020,20/07/2020,1052527.24,1091686.04,,In Progress,Jane Smith,3139,22,52.05
South Africa,South,City_24,4033068,2005,28/06/2005,688948.91,728140.94,0,Cancelled,Jane Smith,2452,32,60.49
Canada,South,City_15,1510858,2008,19/01/2008,4579539.22,4620788.96,101,Cancelled,Jane Smith,8376,26,54.33
South Africa,East,City_148,2166719,1997,10/01/1997,789429.39,799137.68,,In Progress,,252,5,72.36
Australia,South,City_410,981678,2013,12/03/2013,4905850.31,4936401.63,0,Delayed,Wei Zhang,7605,49,96.41
South Africa,West,City_403,3473291,2014,23/04/2014,293754.4,343475.24,,Completed,John Doe,8102,10,88.28
Australia,West,City_312,4812393,1997,01/10/1997,906696.8,927745.83,,Delayed,John Doe,3582,39,78.6
China,West,City_137,3795383,2008,25/11/2008,3835195.41,3872334.45,0,Delayed,Wei Zhang,4773,20,
USA,East,City_214,2077229,2005,12/08/2005,1945730.58,1945590.56,179,,Ali Khan,1542,17,79.58
Germany,West,City_453,565763,2019,12/01/2019,2979347.31,3014932.53,0,Completed,Ali Khan,9932,46,58.76
South Africa,East,City_436,4984067,2003,09/09/2003,3505729.26,3509706.13,0,Cancelled,John Doe,9018,42,98.3
China,South,City_272,2842021,2012,10/04/2012,3596610.56,3639638.68,30,In Progress,,8878,29,90.11
USA,Central,City_96,3101528,2019,09/11/2019,1071862.35,1114006.82,45,,,5021,30,79.36
UK,South,City_262,4542459,2004,14/12/2004,2304718.59,2315934.41,154,Completed,Wei Zhang,3290,18,79.5
Brazil,West,City_433,4004820,2007,06/12/2007,2419494.44,2454232.88,35,,Jane Smith,6746,27,81.99
Nigeria,Central,City_7,363459,2019,09/03/2019,3113889.85,3157017.35,59,Completed,,2329,7,83.12
Germany,North,City_366,1222197,2007,25/02/2007,1342067.6,1354459.03,,,Ali Khan,3546,39,96.22
Brazil,Central,City_405,2071809,2008,20/08/2008,4173677.04,4180665.04,,In Progress,,9924,18,62.64
Nigeria,North,City_276,2586791,1996,16/12/1996,2133720.28,2169195.43,129,Cancelled,Jane Smith,649,26,
India,North,City_307,3022516,1998,13/09/1998,1359355.3,1400599.46,,Cancelled,Ali Khan,2887,33,89.42
Brazil,East,City_367,1371644,1999,15/04/1999,4539202.99,4542298.94,,In Progress,,8148,30,99.66
Canada,East,City_449,100499,2005,19/06/2005,413260.96,428131.01,180,In Progress,John Doe,2025,20,76.5
India,West,City_315,2415452,2022,03/07/2022,3762229.57,3776203.9,146,Delayed,Jane Smith,3446,19,57.98
Nigeria,East,City_115,2343267,1998,06/09/1998,2825537.06,2828431.96,106,Delayed,,3885,40,91.04
USA,South,City_39,2663716,1997,21/02/1997,1004539.33,1032352.96,27,Delayed,,3922,49,58.94
Brazil,West,City_145,2275014,2018,13/05/2018,1737824.86,1773062.46,46,Cancelled,Jane Smith,7394,12,99.92
Germany,West,City_296,1510201,2004,10/08/2004,3901097.61,3908964.84,0,,Wei Zhang,5488,8,91.59
Nigeria,West,City_109,418116,2011,01/09/2011,3781711.67,3788110.61,179,In Progress,Wei Zhang,8369,15,51.21
Australia,North,City_25,1981028,2006,01/01/2006,4303146.42,4314510.76,,Cancelled,Ali Khan,8785,32,69.52
China,West,City_112,4516056,2003,25/11/2003,1283938.05,1330744.02,,,,3744,13,59.91
Canada,East,City_436,837949,2000,13/09/2000,4614197.81,4663315.69,0,,Wei Zhang,3699,50,66.53
Germany,North,City_26,2131247,2011,22/05/2011,4442416.69,4480335.92,,,John Doe,6167,11,96.26
South Africa,West,City_150,1904447,2015,28/09/2015,1229211.31,1246336.35,,Completed,,9546,11,61.26
Canada,East,City_355,4992572,1996,17/04/1996,3752975.89,3756048.51,,Cancelled,Jane Smith,2142,8,86.56
Canada,North,City_355,1774693,2011,22/06/2011,4164891.02,4162866.78,0,Completed,Ali Khan,1385,49,
Canada,North,City_398,2963693,2000,09/02/2000,3443150.87,3455419.56,,,Ali Khan,3406,33,75.33
USA,North,City_15,715649,2013,19/09/2013,2284672.49,2313102.73,0,In Progress,Ali Khan,5133,5,83.87
USA,South,City_238,213375,2003,25/05/2003,3671618.85,3716286.76,,,John Doe,3923,24,61.01
UK,West,City_406,1275561,2011,06/07/2011,824290.75,823418.7,0,,Wei Zhang,8069,40,
India,North,City_132,577371,2000,15/11/2000,2794975.64,2795068.09,68,,Ali Khan,575,10,54.4
India,South,City_20,4175035,1996,24/08/1996,2468887.09,2484008.61,,,John Doe,5007,12,60.77
India,West,City_205,1317332,1997,22/07/1997,1359677.87,1369043.34,0,Delayed,,81,33,94.18
Australia,Central,City_455,688470,2011,19/02/2011,264059.38,291740.88,0,Delayed,Jane Smith,3451,6,50.8
Australia,West,City_297,,2008,17/02/2008,2101468.68,2106806.22,,In Progress,John Doe,3296,38,87.4
China,West,City_4,2004656,2019,12/04/2019,4719675.08,4723228.95,,Completed,John Doe,1313,19,84.09
USA,North,City_478,3100729,1998,27/08/1998,3990941.82,4015753.13,,Delayed,,6904,29,69.74
Brazil,Central,City_169,2626912,2018,01/06/2018,1143519.08,1150781.18,,Completed,,2796,11,93.83
Brazil,North,City_355,822056,2008,10/10/2008,576279.6,575774.05,,,Ali Khan,1144,17,75.14
South Africa,North,City_395,2761558,2018,04/06/2018,2712812.87,2754207.81,0,,Jane Smith,7220,28,68.06
Canada,Central,City_313,3221593,2001,26/03/2001,3416212.37,3420295.65,0,Completed,John Doe,6426,7,61.96
Canada,East,City_218,3510463,1998,11/06/1998,3681264.39,3701854.74,,,Wei Zhang,6160,13,87.61
China,North,City_230,995106,2015,02/04/2015,830101.31,832113.28,,Cancelled,John Doe,3879,30,55.36
India,South,City_218,3596705,2004,13/05/2004,2711408.11,2735084.05,11,Cancelled,,635,5,74.61
India,South,City_181,1512308,2006,13/12/2006,3183567.18,3199347.58,,Cancelled,Ali Khan,989,40,74.34
Brazil,North,City_4,3659771,2011,01/10/2011,3908508.5,3914481.21,0,,John Doe,1191,15,99.86
South Africa,North,City_234,4972783,2011,16/05/2011,2425556.2,2448362.81,98,In Progress,John Doe,1632,17,90.02
Brazil,Central,City_118,4871379,2010,04/03/2010,4430300.93,4444706.43,,Cancelled,Ali Khan,1005,8,87.59
Nigeria,North,City_362,626680,2020,17/02/2020,3617728.73,3613540.81,90,In Progress,Jane Smith,8353,10,55.09
Canada,West,City_84,3430108,2004,06/12/2004,408930.35,431367.88,0,Unknown,Wei Zhang,4356,9,93.04
China,North,City_231,3674206,2000,20/01/2000,4072530.41,4097209.7,,,Ali Khan,7254,40,60.03
China,West,City_145,4034698,2005,09/05/2005,895723.43,914524.12,117,In Progress,Jane Smith,7833,36,
Germany,South,City_129,4905083,2021,22/03/2021,4088734.95,4086170.16,,,,611,17,54.26
UK,East,City_356,3552863,2006,27/07/2006,1457665.75,1462244.38,0,In Progress,,9866,28,55.92
USA,South,City_318,1666748,2016,09/05/2016,,2728466.95,,Completed,Jane Smith,5618,34,88.74
Australia,West,City_404,3129097,2011,24/08/2011,184542.36,193894.17,,Completed,John Doe,6249,18,65.5
Canada,West,City_338,4014922,2010,16/03/2010,18148.06,54096,28,Completed,John Doe,1986,34,
USA,North,City_132,4081870,2004,11/03/2004,4328345.8,4327447.89,,,John Doe,385,8,80.16
Brazil,West,City_299,2643306,2009,23/10/2009,463339.86,472391.59,30,,Jane Smith,3610,5,65.36
UK,North,City_170,91355,2006,28/11/2006,1675812.06,1688957.44,,,Jane Smith,5729,31,81.33
Australia,South,City_175,374130,2014,20/05/2014,2955924.02,2979499.31,,Cancelled,Jane Smith,2874,25,86.83
South Africa,Central,City_12,4642555,1997,06/03/1997,637719.29,645199.93,174,Completed,John Doe,7728,36,73.75
UK,Central,City_333,36835,2004,23/03/2004,4728554.88,4754550.87,,,Ali Khan,7640,29,51.67
South Africa,East,City_441,4761038,2013,12/11/2013,4768033.71,4770276.63,0,,Jane Smith,3356,7,95.12
USA,East,City_428,66066,2017,17/06/2017,4331916.85,4354048.11,,In Progress,John Doe,824,19,
Australia,Central,City_265,2733127,2016,16/04/2016,261150.42,269976.68,0,Delayed,John Doe,7886,8,85.52
Australia,North,City_8,2521688,2022,20/12/2022,3202205.66,3239440.42,,,,9300,6,89.03
Nigeria,North,City_491,1088138,2013,20/09/2013,3100023.62,3130410.18,0,,,3968,27,94.83
Nigeria,West,City_299,599563,2019,20/02/2019,2442892.83,2492426.95,,,,5601,39,93.58
Brazil,West,City_380,986397,2002,27/10/2002,1942533.4,1982884.27,28,Completed,Wei Zhang,4586,21,96.44
India,West,City_255,4926031,2019,03/09/2019,1133861.11,1171666.14,0,Completed,John Doe,3990,27,62.1
India,North,City_322,3681061,2006,04/08/2006,3140279.22,3180836.45,,,Ali Khan,9766,8,68
India,East,City_392,4079187,2004,24/07/2004,3203850.48,3199481.5,,Delayed,,6370,16,96.83
Canada,East,City_293,4554732,2019,05/11/2019,1531067.49,1532703.82,3,,Ali Khan,1796,5,89.1
Canada,South,City_441,2943131,2004,10/02/2004,4935943.32,4942968.49,,In Progress,Ali Khan,7038,27,50.38
Canada,West,City_348,2042771,1998,18/10/1998,993845.56,1024471.75,,In Progress,,4665,10,60.4
Australia,West,City_237,1929156,2006,05/09/2006,4387210.9,4432415.17,,Completed,,1134,28,80.52
Nigeria,Central,City_190,1461279,2019,18/01/2019,728897.05,733017.09,0,In Progress,,5890,9,
South Africa,East,City_271,1355017,2003,28/02/2003,200993.37,216469.06,82,Delayed,,1479,35,54.57
China,Central,City_335,3068828,2020,27/02/2020,1204361.56,1212019.89,0,In Progress,Jane Smith,4042,24,75.58
Canada,West,City_418,2750365,2018,16/07/2018,1041891.39,1045371.26,109,,Ali Khan,4406,8,97.85
Brazil,Central,City_142,4862406,2003,04/05/2003,1168849.85,1203423.82,26,,Jane Smith,8757,39,71.6
India,South,City_284,675272,2014,19/01/2014,3109586.42,3140571.82,1,Delayed,,7400,37,50.84
China,East,City_46,2743693,2001,02/06/2001,2737152.21,2754254.92,0,Delayed,John Doe,9058,3,72.92
China,West,City_8,,2005,02/02/2005,2245529.72,2256104.22,,Completed,Wei Zhang,5920,33,96.72
Brazil,South,City_415,3840001,2002,13/04/2002,2447588.9,2457368.13,50,In Progress,Ali Khan,7146,43,81.61
Nigeria,South,City_494,4549181,2007,20/09/2007,3352077.56,3395709.97,0,Cancelled,Ali Khan,2179,9,66.27
Germany,West,City_135,919017,2012,09/05/2012,4844135.21,4863788.21,,,Jane Smith,5167,44,53.39
Germany,Central,City_269,2509463,2017,12/10/2017,2790931.57,2810557.08,,,Ali Khan,2734,33,67.22
Brazil,Central,City_204,4351572,1999,09/08/1999,3014401.66,3047506.21,0,Completed,Ali Khan,8244,2,86.3
Germany,West,City_190,113075,2013,21/03/2013,81909.89,102607.08,164,Completed,Ali Khan,2712,17,68.62
South Africa,Central,City_161,2495009,2001,12/01/2001,3910772.28,3937405.4,105,Completed,Jane Smith,1548,24,93.45
Nigeria,South,City_86,4322239,2022,22/02/2022,3884033.83,3887597.5,0,,Wei Zhang,6995,1,69.29
UK,Central,City_462,4033384,2016,11/02/2016,1148556.21,1161384.43,,In Progress,John Doe,5372,49,89.34
South Africa,East,City_293,4183673,2012,07/08/2012,1904427.18,1916614.34,45,In Progress,,9150,37,90.05
South Africa,East,City_107,2792429,2013,19/03/2013,711052.86,760259.87,0,,,2819,16,73.31
India,North,City_151,2122577,2009,09/05/2009,602176.77,605715.73,,,Ali Khan,3422,47,61.68
Canada,North,City_478,4669086,1996,01/07/1996,3187818.63,3201923.22,,,,6406,26,88.25
USA,North,City_99,1790989,2014,16/02/2014,3963116.44,3967201.73,,,,9464,6,55.9
China,North,City_250,3836581,2021,20/02/2021,3079305.85,3119322.76,105,,Wei Zhang,703,34,55.52
USA,East,City_190,3432424,2005,03/10/2005,4648047.99,4654372.13,0,In Progress,Jane Smith,8885,35,77.79
South Africa,East,City_124,212630,2009,12/09/2009,3059509.13,3074082.98,,Cancelled,Ali Khan,1215,25,56.67
Canada,East,City_443,534975,1998,15/01/1998,4400225.4,4442271.49,,Cancelled,,9960,3,57.15
India,West,City_207,1882205,2022,16/03/2022,4411350.02,4455500.41,59,In Progress,Wei Zhang,4214,2,92.28
India,East,City_348,2407632,2021,13/05/2021,3437370.03,3440035.81,109,Completed,,2684,14,68.16
Nigeria,North,City_78,3084828,2011,09/08/2011,3815310.1,3847170.63,178,,,4494,1,74.17
Australia,East,City_363,405223,2015,09/10/2015,4015932.46,4024302.37,0,Delayed,,449,40,84.02
Canada,North,City_202,2574709,2006,18/02/2006,83578.21,110090.79,,Cancelled,Ali Khan,4526,42,94.97
Brazil,West,City_421,3627084,2013,05/03/2013,3338762.49,3381341.33,0,,,2507,17,92.4
Canada,North,City_137,902987,2006,16/03/2006,1271802.03,1271410.9,11,,Wei Zhang,5086,4,71.82
Nigeria,Central,City_251,3186798,2004,04/03/2004,1556678.76,1583911.56,,In Progress,,1832,30,
Canada,South,City_68,3866722,2014,22/09/2014,1074153.52,1078740.99,,,,3223,39,70.31
India,North,City_123,1288645,2005,15/11/2005,1116606.69,1121522.91,170,,Wei Zhang,8530,41,75.32
Nigeria,West,City_6,2555827,2008,07/11/2008,413500.38,458143.73,0,Cancelled,Wei Zhang,2610,47,
Australia,North,City_224,213412,2017,03/06/2017,1855804.81,1889426.73,172,Cancelled,Jane Smith,5093,36,64.75
UK,East,City_359,3211211,2022,10/11/2022,2108400.38,2139819.3,161,In Progress,Jane Smith,3625,13,79.61
USA,West,City_330,2366314,2010,12/04/2010,3996380.12,4015809.38,0,Cancelled,Ali Khan,5333,24,76.41
Canada,West,City_261,2877043,2014,09/02/2014,1660044.58,1706557.49,,Delayed,John Doe,5693,17,83.36
India,North,City_32,493937,2010,11/03/2010,4194210.98,4227267.49,0,Cancelled,,3737,14,64.01
South Africa,East,City_28,1903594,2010,21/01/2010,3107279.63,3116438.44,0,In Progress,John Doe,3717,38,
China,South,City_253,415823,2008,24/01/2008,1314436.73,1319183.52,,,Jane Smith,608,38,78.59
Germany,Central,City_89,4796970,2002,18/10/2002,3975079.22,3979686.82,132,,,2361,26,67.82
UK,South,City_238,2459593,2004,12/08/2004,2932696.85,2945236.7,63,Completed,Ali Khan,6593,47,95.73
China,Central,City_111,4929402,2004,03/06/2004,2669333.08,2703191.96,40,,,1613,13,87.21
USA,Central,City_30,951086,2004,23/07/2004,2133416.63,2148118.6,,,John Doe,5801,7,77.5
Nigeria,West,City_288,1332041,2005,22/04/2005,1288412.43,1314876.35,0,Cancelled,Jane Smith,5722,46,63.68
Brazil,South,City_411,1292444,2009,12/09/2009,4912275.9,4922311.88,,,Ali Khan,8473,12,91.38
China,East,City_252,3037834,2011,06/11/2011,2175903.26,2209257.4,,Delayed,Ali Khan,458,25,72.86
India,West,City_457,1005458,2007,15/05/2007,1710108.22,1710059.54,136,Cancelled,,5837,47,79.39
Australia,South,City_259,3837009,2022,08/01/2022,,222259.07,,Cancelled,John Doe,5217,9,87.77
UK,West,City_309,2114374,2019,02/09/2019,4525075.71,4528447.74,0,In Progress,Ali Khan,5880,39,87.65
Germany,East,City_79,4483651,2010,02/04/2010,3599315.05,3637159.39,9,Cancelled,Ali Khan,4952,4,78.03
Brazil,North,City_65,4109818,2003,12/03/2003,2473362.9,2521985.87,150,,Ali Khan,6784,22,90.55
China,North,City_499,4520802,2002,21/10/2002,1493564.37,1539850.03,0,In Progress,Ali Khan,5193,37,60.61
USA,South,City_332,,1999,02/07/1999,2358955.38,2381279.5,0,Completed,Wei Zhang,5267,38,74.85
UK,South,City_432,2437406,2008,20/01/2008,1622049.81,1645813.92,,In Progress,John Doe,1386,20,82.18
USA,North,City_178,1357405,2006,03/08/2006,4309270.24,4346417.72,0,,,5515,12,53.02
South Africa,Central,City_183,3649961,2011,13/02/2011,2548243.12,2563819.3,0,Completed,Jane Smith,2260,16,69.79
Germany,Central,City_462,1972937,2003,01/09/2003,634749.44,667701.18,,,Wei Zhang,645,50,53.88
UK,Central,City_396,713908,2002,07/06/2002,2221339.39,2241613.78,28,In Progress,Jane Smith,7808,16,
Brazil,South,City_181,4650947,2022,18/11/2022,2353901.21,2364554.38,,Cancelled,John Doe,1396,5,50.29
Brazil,West,City_478,2921328,2012,22/06/2012,2989618.65,2987534.94,0,,,1657,45,79.24
USA,East,City_146,874223,2020,26/12/2020,721416.49,744248.57,82,In Progress,,5197,6,51.63
Brazil,West,City_350,4364188,2010,10/09/2010,3057669.75,3090230.8,134,,John Doe,6800,4,75.52
Nigeria,West,City_187,4171615,1997,28/09/1997,1329909.86,1363786.87,0,Delayed,,7379,33,
UK,West,City_85,3979613,2017,20/05/2017,3728152.06,3734000.93,,,,5150,34,52.74
South Africa,East,City_500,1105862,1997,22/09/1997,3114705.43,3155454.24,,,Ali Khan,1210,36,50.71
Canada,South,City_305,2225067,2006,26/12/2006,345584.91,368172.45,0,Completed,,2869,28,98.18
Nigeria,Central,City_239,4724078,2012,13/05/2012,1300640.06,1321345.59,0,Cancelled,John Doe,4583,29,85.67
India,South,City_314,2630929,1996,23/02/1996,2419301.9,2433366.48,,Unknown,Ali Khan,7393,8,79.22
UK,North,City_405,933021,2022,15/01/2022,4753373.81,4763747.66,,,,4956,1,55.16
India,Central,City_79,4850802,2021,15/06/2021,1761487.85,1780975.17,,,Jane Smith,225,1,52.65
Brazil,Central,City_300,2863060,2003,01/04/2003,4221835.51,4230727.68,0,Cancelled,,1674,8,83.91
Canada,North,City_131,2295835,1998,23/12/1998,63648.47,110326.22,0,,,5676,35,77.27
Australia,Central,City_288,1835560,2002,10/02/2002,3356315.96,3375784.67,0,,,2862,47,63.83
Australia,South,City_347,4749179,1997,08/10/1997,2437901.96,2472081.13,58,,Jane Smith,2734,35,76.7
Brazil,South,City_125,4836539,2015,25/09/2015,3524915.35,3545327.73,61,Completed,John Doe,6364,16,60.94
Brazil,West,City_94,3397084,2014,22/07/2014,1736275.36,1772325.43,0,Completed,,5435,50,54.14
Germany,East,City_326,3538871,2012,03/07/2012,855269.56,879124.87,123,,,7440,6,80.45
South Africa,Central,City_94,4953365,2020,07/12/2020,2508094.33,2540978.71,64,Cancelled,Ali Khan,9612,19,
South Africa,West,City_107,2452791,1997,23/08/1997,297843.46,339704.75,0,In Progress,Wei Zhang,1434,20,74.54
South Africa,North,City_163,1276439,2005,06/05/2005,1627492.4,1629983.82,,Cancelled,Wei Zhang,8693,26,63.1
India,West,City_417,4197073,1998,10/09/1998,2796400.08,2815577.49,0,,John Doe,1735,34,
India,Central,City_412,811688,2013,15/04/2013,4710063.06,4755481.58,0,,,1094,36,68.45
USA,East,City_474,2101194,1997,04/08/1997,3854648.66,3878430.53,,Cancelled,John Doe,3931,8,88.27
China,East,City_390,1341492,2000,21/06/2000,1462683.9,1482224.89,0,In Progress,,1789,46,65.5
Germany,North,City_474,4755971,2007,04/10/2007,535194.29,531409.33,0,Completed,Jane Smith,2033,34,60.73
USA,North,City_54,3612570,2014,04/05/2014,3994548.75,4006049.56,,,,6730,20,81.45
China,East,City_218,3803009,2006,16/10/2006,3095678.17,3107108.3,101,,Ali Khan,9924,32,73.52
India,East,City_1,862363,2008,10/02/2008,4542494.41,4556541.39,77,,Jane Smith,1445,47,54.31
South Africa,East,City_4,98536,2016,12/05/2016,4684750.81,4728642.62,132,Cancelled,Jane Smith,9212,22,68.18
Nigeria,West,City_155,3766092,2017,23/07/2017,3451695.9,3459059.68,0,Completed,,4658,29,90.92
Australia,South,City_186,1561199,2016,22/11/2016,1826149.81,1845504.79,,Cancelled,Ali Khan,1445,16,64.78
China,West,City_439,1724949,1998,10/10/1998,2305129.29,2311196.17,0,Delayed,,3032,50,64.2
Canada,North,City_57,4859301,2007,28/10/2007,3580432.04,3624617.14,,Delayed,,628,9,92.79
Canada,West,City_248,594767,2007,02/12/2007,407780.33,428743.31,175,In Progress,Ali Khan,3159,49,
Nigeria,North,City_315,3690957,1999,01/03/1999,1259280.62,1284179.91,0,,Wei Zhang,807,32,72.53
Nigeria,South,City_309,4825110,2011,01/06/2011,1533226.6,1580353.74,0,Completed,Wei Zhang,6774,10,
Australia,East,City_156,2305310,2009,01/04/2009,982681.07,1006741.44,174,,,6316,13,73.97
Canada,North,City_75,3242057,1998,27/12/1998,4113987.09,4161784.95,0,,Wei Zhang,8141,13,96.38
China,North,City_132,2242235,2017,01/12/2017,314408.25,309709.82,27,,John Doe,1451,38,
Nigeria,North,City_340,1215814,2005,25/07/2005,2055241.04,2075191.12,,Delayed,Wei Zhang,9561,13,83.65
China,West,City_406,2737990,2002,09/09/2002,4823726.02,4823384.58,16,Completed,,312,49,68.43
India,North,City_206,3208814,1998,21/07/1998,2723413.82,2729563.7,80,In Progress,Jane Smith,8388,48,92.83
South Africa,South,City_323,,2014,03/04/2014,3338730.38,3338499.9,0,Delayed,Ali Khan,8923,15,81.44
